embedding_type,n_samples,bootstrap_iters,tau,spectral_gap,neighborhood_purity,silhouette,trustworthiness,id_raw,id_diff,progression,model,tau_ci_lower,tau_ci_upper,spectral_gap_ci_lower,spectral_gap_ci_upper,neighborhood_purity_ci_lower,neighborhood_purity_ci_upper,silhouette_ci_lower,silhouette_ci_upper,trustworthiness_ci_lower,trustworthiness_ci_upper,id_raw_ci_lower,id_raw_ci_upper,id_diff_ci_lower,id_diff_ci_upper
register_mean_0.875,4000,0,0.4240092722080496,0.042027235,0.5342098488898019,0.030641639052921818,0.9570889056224899,25.766132439887244,5.127236555395306,SCC,dinov2,,,,,,,,,,,,,,
register_mean_1.0,4000,0,0.4457467469546901,0.056757033,0.5084998018081307,0.0248856797664361,0.9682661144578313,23.863755308356463,5.392424425578057,SCC,dinov2,,,,,,,,,,,,,,
final_embedding,4000,100,0.47623089914836403,0.08687973,0.5405018644213726,0.01059523474360658,0.9618852911646586,21.66385720108012,5.5952113124267004,SCC,dinov2,0.11630141974865316,0.49534081737982405,0.07580177783966065,0.09214798510074615,0.5360458524029911,0.5570851293134463,0.004116498104336787,0.023822502413746276,0.9633328576807229,0.9698390876004016,21.394289454033977,23.471972684066653,0.5984456141429566,0.6683252293683422
patch_mean_0.125,4000,0,0.3165982959086177,0.017744958,0.4216558713877706,-0.03379430350075742,0.9864089859437751,13.884633362477063,4.29572411185078,CRC-Conventional,virchow2,,,,,,,,,,,,,,
patch_mean_0.375,4000,0,0.36952756077811977,0.0264647,0.48449204614675545,0.009803564042624235,0.9783648092369478,12.328496095428374,4.772419791982054,CRC-Conventional,virchow2,,,,,,,,,,,,,,
patch_mean_0.625,4000,0,0.6871584125933041,0.018884659,0.6400424688148801,0.06744622615862772,0.9711441265060241,14.116166850630428,4.637598688840267,CRC-Conventional,virchow2,,,,,,,,,,,,,,
patch_mean_0.875,4000,0,0.6620777797008396,0.021513045,0.619823168744279,0.02746789008439836,0.9782225401606426,13.632203717053176,4.463025510660036,CRC-Conventional,virchow2,,,,,,,,,,,,,,
patch_mean_1.0,4000,0,0.3508395718462975,0.04417205,0.5242858746984664,-0.005472494901030311,0.9889888554216868,11.486555743507147,4.032491210820992,CRC-Conventional,virchow2,,,,,,,,,,,,,,
cls_0.125,4000,0,0.35913337922852895,0.020895422,0.444482474389927,-0.01917605270526409,0.9878568775100401,14.557701676626646,4.274378042380502,CRC-Conventional,virchow2,,,,,,,,,,,,,,
cls_0.375,4000,0,0.4403822036689575,0.017436922,0.49300053456942794,-0.01193298327821396,0.9850800702811245,10.937524093883683,4.43976118597701,CRC-Conventional,virchow2,,,,,,,,,,,,,,
